, time , Madrid_wind_speed , Valencia_wind_deg , Bilbao_rain_1h , Valencia_wind_speed , Seville_humidity , Madrid_humidity , Bilbao_clouds_all , Bilbao_wind_speed , Seville_clouds_all , Bilbao_wind_deg , Barcelona_wind_speed , Barcelona_wind_deg , Madrid_clouds_all , Seville_wind_speed , Barcelona_rain_1h , Seville_pressure , Seville_rain_1h , Bilbao_snow_3h , Barcelona_pressure , Seville_rain_3h , Madrid_rain_1h , Barcelona_rain_3h , Valencia_snow_3h , Madrid_weather_id , Barcelona_weather_id , Bilbao_pressure , Seville_weather_id , Valencia_pressure , Seville_temp_max , Madrid_pressure , Valencia_temp_max , Valencia_temp , Bilbao_weather_id , Seville_temp , Valencia_humidity , Valencia_temp_min , Barcelona_temp_max , Madrid_temp_max , Barcelona_temp , Bilbao_temp_min , Bilbao_temp , Barcelona_temp_min , Bilbao_temp_max , Seville_temp_min , Madrid_temp , Madrid_temp_min , load_shortfall_3h 
 2 352.00 , 42 299.63 , 0.33 , level_2 , -   , 0.67 , 46.67 , 37.67 , 20.00 , 3.00 , -   , 220.00 , 4.67 , 210.00 , -   , 1.00 , -   , sp15 , -   , -   , 1 017.33 , -   , -   , -   , -   , 800.00 , 800.00 , 1 024.67 , 800.00 , 1 018.67 , 307.82 , 1 021.33 , 294.74 , 294.10 , 801.00 , 301.30 , 36.67 , 292.96 , 296.11 , 292.78 , 293.21 , 287.48 , 290.87 , 291.11 , 293.70 , 297.15 , 292.34 , 291.82 , 11 308.33 
 2 353.00 , 42 299.75 , 2.33 , level_5 , -   , 2.00 , 45.67 , 35.67 , 20.00 , 1.33 , 6.67 , 116.67 , 2.33 , 190.00 , -   , -   , -   , sp15 , -   , -   , 1 017.67 , -   , -   , -   , -   , 800.00 , 800.00 , 1 025.00 , 800.33 , 1 018.67 , 304.48 , 1 021.00 , 293.15 , 291.23 , 801.00 , 300.56 , 45.67 , 290.37 , 295.37 , 293.82 , 291.58 , 286.48 , 287.68 , 287.78 , 289.15 , 297.48 , 293.36 , 293.15 , 10 900.00 
 2 354.00 , 42 299.88 , 1.33 , level_4 , -   , 0.67 , 73.33 , 58.00 , 16.67 , 1.00 , -   , 38.67 , 2.67 , 273.33 , -   , 2.67 , -   , sp16 , -   , -   , 1 019.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 025.00 , 800.00 , 1 020.33 , 303.15 , 1 022.00 , 288.82 , 286.89 , 800.67 , 296.72 , 70.67 , 285.56 , 290.93 , 289.15 , 287.88 , 282.29 , 283.70 , 283.33 , 284.89 , 292.15 , 287.85 , 286.30 , 13 296.33 
 2 355.00 , 42 300.00 , 1.67 , level_9 , -   , 1.33 , 70.67 , 74.67 , 20.00 , 1.00 , -   , 128.33 , 2.67 , 313.33 , -   , 1.33 , -   , sp12 , -   , -   , 1 019.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 025.67 , 800.00 , 1 021.00 , 302.82 , 1 022.67 , 286.85 , 284.18 , 801.00 , 294.42 , 81.67 , 282.22 , 289.82 , 285.48 , 287.20 , 279.99 , 280.82 , 282.96 , 281.66 , 289.48 , 284.35 , 283.52 , 13 763.33 
 2 356.00 , 42 300.13 , 1.33 , level_4 , -   , 1.00 , 87.00 , 83.00 , 66.67 , 1.00 , -   , 174.00 , 4.33 , 333.33 , -   , 1.00 , -   , sp16 , -   , -   , 1 019.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 024.67 , 800.00 , 1 020.00 , 300.82 , 1 021.33 , 286.11 , 282.97 , 761.00 , 292.92 , 85.00 , 280.74 , 289.08 , 283.82 , 286.07 , 276.82 , 279.73 , 281.48 , 281.48 , 288.15 , 282.98 , 282.41 , 11 037.00 
 2 357.00 , 42 300.25 , 1.00 , level_7 , -   , 1.33 , 89.00 , 91.00 , -   , 1.33 , -   , 139.33 , 5.00 , 316.67 , -   , 0.67 , -   , sp15 , -   , -   , 1 019.33 , -   , -   , -   , -   , 800.00 , 800.00 , 1 022.67 , 800.00 , 1 020.00 , 302.15 , 1 021.00 , 286.30 , 282.44 , 760.67 , 292.77 , 89.00 , 280.00 , 288.52 , 281.48 , 285.94 , 279.17 , 279.96 , 281.67 , 280.73 , 286.82 , 281.18 , 280.93 , 9 967.67 
 2 358.00 , 42 300.38 , 0.67 , level_7 , -   , 1.33 , 82.00 , 89.00 , -   , 1.67 , -   , 90.00 , 6.00 , 330.00 , -   , 0.67 , -   , sp16 , -   , -   , 1 020.67 , -   , -   , -   , -   , 800.00 , 800.00 , 1 021.67 , 800.00 , 1 021.00 , 307.48 , 1 022.00 , 289.63 , 286.35 , 747.33 , 295.11 , 82.33 , 284.63 , 293.71 , 282.15 , 287.96 , 280.26 , 281.36 , 281.85 , 282.04 , 287.82 , 281.13 , 280.56 , 14 110.00 
 2 359.00 , 42 300.50 , 1.00 , level_7 , -   , 1.33 , 61.00 , 66.00 , -   , 2.33 , -   , 130.00 , 3.00 , 190.00 , -   , 0.67 , -   , sp16 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 019.67 , 800.00 , 1 021.33 , 309.48 , 1 021.67 , 293.45 , 292.97 , 747.33 , 299.56 , 51.33 , 292.52 , 293.34 , 288.48 , 292.11 , 281.48 , 285.50 , 290.37 , 290.48 , 292.48 , 287.40 , 286.45 , 15 902.67 
 2 360.00 , 42 300.63 , 1.33 , level_1 , -   , 0.33 , 40.67 , 51.00 , -   , 1.00 , -   , 71.67 , 3.67 , 206.67 , -   , 1.00 , -   , sp13 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 800.67 , 1 017.00 , 800.00 , 1 019.33 , 306.82 , 1 020.00 , 295.82 , 295.82 , 800.00 , 300.12 , 40.33 , 295.82 , 292.82 , 292.82 , 292.82 , 289.16 , 291.26 , 292.82 , 293.83 , 295.48 , 292.68 , 292.48 , 15 565.67 
 2 361.00 , 42 300.75 , 1.00 , level_3 , -   , 2.00 , 38.33 , 50.67 , 14.00 , 1.00 , -   , 124.33 , 1.67 , 213.33 , -   , 0.67 , -   , sp13 , -   , -   , 1 019.67 , -   , -   , -   , -   , 800.00 , 800.67 , 1 015.67 , 800.00 , 1 019.33 , 304.15 , 1 019.00 , 293.15 , 293.15 , 800.67 , 298.98 , 56.00 , 293.15 , 292.15 , 292.15 , 292.15 , 290.33 , 290.92 , 292.15 , 291.66 , 295.15 , 292.01 , 291.82 , 14 564.33 
 2 362.00 , 42 300.88 , -   , level_4 , -   , 1.00 , 72.00 , 66.00 , 44.67 , 1.00 , -   , 160.67 , 1.00 , 106.67 , -   , 1.00 , -   , sp13 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 800.33 , 1 015.00 , 800.00 , 1 020.00 , 303.15 , 1 020.00 , 289.15 , 289.15 , 802.33 , 296.19 , 77.00 , 289.15 , 289.48 , 288.82 , 289.48 , 286.16 , 286.16 , 289.48 , 286.16 , 291.15 , 288.62 , 288.48 , 15 770.33 
 2 363.00 , 42 301.00 , 0.33 , level_6 , -   , 1.67 , 78.67 , 77.67 , 68.33 , 1.00 , -   , 170.00 , 1.67 , 313.33 , -   , 0.67 , -   , sp12 , -   , -   , 1 020.33 , -   , -   , -   , -   , 800.00 , 801.00 , 1 015.00 , 800.00 , 1 020.00 , 302.82 , 1 019.67 , 287.15 , 287.15 , 803.00 , 295.05 , 85.33 , 287.15 , 287.15 , 286.48 , 287.15 , 284.85 , 284.85 , 287.15 , 284.85 , 289.82 , 286.29 , 286.15 , 13 869.00 
 2 364.00 , 42 301.13 , 1.00 , level_4 , -   , 0.67 , 85.33 , 89.00 , 63.67 , 1.00 , -   , 193.33 , 2.33 , 313.33 , -   , 1.00 , -   , sp12 , -   , -   , 1 019.33 , -   , -   , -   , -   , 800.00 , 801.00 , 1 015.00 , 800.00 , 1 019.00 , 301.48 , 1 019.00 , 287.48 , 287.48 , 803.00 , 295.22 , 82.00 , 287.48 , 286.15 , 284.48 , 286.15 , 284.84 , 284.84 , 286.15 , 284.84 , 289.15 , 284.29 , 284.15 , 9 768.00 
 2 365.00 , 42 301.25 , 1.00 , level_4 , -   , 1.00 , 85.33 , 91.00 , 82.00 , 0.67 , -   , 218.33 , 3.33 , 330.00 , -   , 0.67 , -   , sp10 , -   , -   , 1 019.33 , -   , -   , -   , -   , 800.00 , 801.00 , 1 016.00 , 800.00 , 1 019.00 , 301.48 , 1 018.33 , 287.15 , 287.15 , 803.00 , 293.76 , 82.00 , 287.15 , 286.15 , 283.48 , 286.15 , 285.00 , 285.00 , 286.15 , 285.00 , 289.15 , 283.29 , 283.15 , 7 826.00 
 2 366.00 , 42 301.38 , 1.00 , level_7 , -   , 1.00 , 85.33 , 91.00 , 88.00 , -   , -   , 215.33 , 3.00 , 326.67 , -   , 1.00 , -   , sp12 , -   , -   , 1 020.33 , -   , -   , -   , -   , 800.00 , 800.00 , 1 017.33 , 800.00 , 1 019.67 , 306.15 , 1 019.33 , 288.82 , 288.82 , 804.00 , 295.59 , 77.00 , 288.82 , 286.82 , 283.82 , 286.82 , 286.50 , 286.50 , 286.82 , 286.50 , 289.15 , 283.62 , 283.48 , 11 346.33 
 2 367.00 , 42 301.50 , 0.33 , level_1 , -   , 1.33 , 73.67 , 67.33 , 82.67 , 0.33 , 6.67 , 165.67 , 1.67 , 286.67 , -   , 0.67 , -   , sp13 , -   , -   , 1 020.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 018.67 , 800.33 , 1 019.67 , 306.15 , 1 020.00 , 293.15 , 293.15 , 803.67 , 297.37 , 72.33 , 293.15 , 291.15 , 289.82 , 291.15 , 289.17 , 289.17 , 291.15 , 289.17 , 291.15 , 289.23 , 288.82 , 14 105.00 
 2 368.00 , 42 301.63 , 1.33 , level_3 , -   , 2.67 , 55.33 , 52.33 , 75.00 , 1.00 , -   , 71.67 , 2.33 , 190.00 , -   , 0.67 , -   , sp11 , -   , -   , 1 019.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 019.33 , 800.00 , 1 019.00 , 304.48 , 1 018.33 , 293.15 , 293.15 , 803.00 , 298.47 , 72.00 , 293.15 , 292.82 , 293.48 , 292.82 , 290.05 , 290.05 , 292.82 , 290.05 , 294.48 , 293.48 , 293.48 , 14 161.67 
 2 369.00 , 42 301.75 , 1.00 , level_3 , -   , 1.00 , 55.33 , 52.33 , 67.67 , 1.00 , -   , 113.00 , 0.67 , 50.00 , -   , 0.33 , -   , sp12 , -   , -   , 1 019.33 , -   , -   , -   , -   , 800.00 , 800.33 , 1 020.00 , 800.00 , 1 019.33 , 303.15 , 1 018.00 , 292.15 , 292.15 , 803.00 , 298.81 , 77.00 , 292.15 , 291.82 , 293.82 , 291.82 , 288.79 , 288.79 , 291.82 , 288.79 , 295.15 , 293.41 , 292.82 , 13 084.67 
 2 370.00 , 42 301.88 , 0.67 , level_1 , -   , 0.33 , 76.00 , 67.00 , 82.67 , 0.67 , 25.33 , 175.33 , 0.67 , 120.00 , -   , 0.67 , -   , sp14 , -   , -   , 1 020.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 021.67 , 801.00 , 1 020.33 , 302.82 , 1 019.67 , 289.82 , 289.82 , 803.00 , 295.88 , 89.67 , 289.82 , 289.82 , 289.82 , 289.82 , 286.03 , 286.03 , 289.82 , 286.03 , 291.15 , 289.82 , 289.82 , 13 466.33 
 2 371.00 , 42 302.00 , 1.00 , level_1 , 0.10 , 0.67 , 89.33 , 78.67 , 90.00 , 0.50 , 56.00 , 345.83 , 2.00 , 225.00 , -   , 0.67 , -   , sp15 , -   , -   , 1 022.00 , -   , -   , -   , -   , 800.00 , 801.33 , 1 023.17 , 756.50 , 1 021.00 , 301.32 , 1 021.00 , 289.15 , 289.15 , 702.67 , 294.50 , 93.00 , 289.15 , 288.48 , 287.82 , 288.48 , 284.86 , 284.86 , 288.48 , 284.86 , 289.32 , 287.68 , 287.48 , 13 229.33 
 2 372.00 , 42 302.13 , 1.00 , level_7 , 0.30 , 0.67 , 91.00 , 85.33 , 92.00 , -   , -   , 257.00 , 3.00 , 326.67 , 6.67 , 1.33 , -   , sp13 , -   , -   , 1 021.33 , -   , -   , -   , -   , 800.33 , 804.00 , 1 023.00 , 800.00 , 1 020.00 , 298.48 , 1 020.33 , 289.15 , 289.15 , 500.00 , 293.47 , 91.00 , 289.15 , 288.15 , 285.48 , 288.15 , 285.53 , 285.53 , 288.15 , 285.53 , 288.48 , 285.31 , 285.15 , 8 284.75 
 2 373.00 , 42 302.25 , 0.33 , level_1 , 0.30 , 1.00 , 91.00 , 89.00 , 92.00 , -   , 20.00 , 119.00 , 3.00 , 326.67 , -   , 0.67 , -   , sp13 , -   , -   , 1 021.33 , -   , -   , -   , -   , 800.00 , 803.00 , 1 023.00 , 801.00 , 1 021.00 , 301.82 , 1 021.00 , 289.15 , 289.15 , 500.00 , 292.59 , 87.00 , 289.15 , 288.15 , 284.15 , 288.15 , 286.11 , 286.11 , 288.15 , 286.11 , 286.15 , 283.99 , 283.82 , 4 736.00 
 2 374.00 , 42 302.38 , -   , level_10 , 0.30 , 2.67 , 75.67 , 75.33 , 78.67 , 0.67 , -   , 52.00 , 2.67 , 243.33 , -   , 2.67 , -   , sp14 , -   , -   , 1 022.33 , -   , -   , -   , -   , 800.00 , 802.00 , 1 022.33 , 800.00 , 1 021.67 , 305.15 , 1 022.00 , 290.48 , 290.48 , 500.00 , 297.24 , 80.33 , 290.48 , 289.82 , 287.82 , 289.82 , 287.14 , 287.14 , 289.82 , 287.14 , 291.48 , 287.06 , 286.48 , 5 881.00 
 2 375.00 , 42 302.50 , 2.00 , level_1 , 0.30 , 3.00 , 55.67 , 55.33 , 57.33 , 1.00 , 13.33 , 86.67 , 2.67 , 70.00 , -   , 3.33 , -   , sp13 , -   , -   , 1 021.67 , -   , -   , -   , -   , 800.00 , 801.67 , 1 020.33 , 800.67 , 1 020.67 , 305.82 , 1 020.67 , 293.48 , 293.48 , 500.00 , 300.12 , 70.67 , 293.48 , 292.15 , 292.15 , 292.15 , 288.73 , 288.73 , 292.15 , 288.73 , 295.82 , 292.15 , 292.15 , 10 430.00 
 2 376.00 , 42 302.63 , 2.00 , level_1 , 0.30 , 3.00 , 45.00 , 49.00 , 31.67 , 1.00 , 20.00 , 106.67 , 2.67 , 93.33 , 13.33 , 1.33 , -   , sp9 , -   , -   , 1 020.67 , -   , -   , -   , -   , 800.67 , 801.00 , 1 018.67 , 801.00 , 1 019.67 , 303.82 , 1 018.67 , 292.82 , 292.82 , 500.00 , 300.39 , 75.33 , 292.82 , 292.15 , 293.82 , 292.15 , 289.09 , 289.09 , 292.15 , 289.09 , 298.15 , 293.62 , 293.48 , 10 873.67 
 2 377.00 , 42 302.75 , 2.67 , level_1 , 0.30 , 1.67 , 56.67 , 50.67 , 15.33 , 1.00 , 20.00 , 119.00 , 1.67 , 63.33 , 13.33 , 1.00 , -   , sp9 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.67 , 801.00 , 1 017.00 , 801.00 , 1 019.33 , 302.15 , 1 018.33 , 292.15 , 292.15 , 500.00 , 298.27 , 78.67 , 292.15 , 291.15 , 292.48 , 291.15 , 287.42 , 287.42 , 291.15 , 287.42 , 295.48 , 292.35 , 292.15 , 9 622.67 
 2 378.00 , 42 302.88 , 2.33 , level_10 , 0.30 , 1.33 , 66.67 , 60.33 , 12.00 , 1.00 , 20.00 , 138.00 , 2.33 , 43.33 , 50.00 , 0.67 , -   , sp10 , 0.10 , -   , 1 020.00 , -   , -   , -   , -   , 802.00 , 801.00 , 1 015.67 , 700.67 , 1 019.00 , 302.15 , 1 019.00 , 291.15 , 291.15 , 500.00 , 296.32 , 82.00 , 291.15 , 290.48 , 290.48 , 290.48 , 285.08 , 285.08 , 290.48 , 285.08 , 292.82 , 290.48 , 290.48 , 11 948.33 
 2 379.00 , 42 303.00 , 1.00 , level_1 , 0.10 , 1.00 , 72.00 , 73.67 , 26.00 , 1.00 , 33.33 , 156.33 , 2.00 , 136.67 , 13.33 , 1.33 , -   , sp9 , 0.30 , -   , 1 019.00 , -   , -   , -   , -   , 800.67 , 801.00 , 1 014.00 , 500.00 , 1 018.33 , 301.48 , 1 017.67 , 290.15 , 290.15 , 701.33 , 295.19 , 91.67 , 290.15 , 289.48 , 289.15 , 289.48 , 283.96 , 283.96 , 289.48 , 283.96 , 291.48 , 289.01 , 288.82 , 11 210.33 
 2 380.00 , 42 303.13 , 1.00 , level_9 , -   , 1.00 , 95.33 , 82.00 , 31.67 , 1.00 , 75.00 , 166.00 , 2.67 , 346.67 , 26.67 , 1.00 , -   , sp6 , 0.20 , -   , 1 017.33 , -   , -   , -   , -   , 801.33 , 802.00 , 1 011.67 , 433.50 , 1 016.33 , 300.15 , 1 015.67 , 289.15 , 289.15 , 801.67 , 295.03 , 100.00 , 289.15 , 289.48 , 287.15 , 289.48 , 284.00 , 284.00 , 289.48 , 284.00 , 290.15 , 286.81 , 286.48 , 6 659.33 
 2 381.00 , 42 303.25 , 1.00 , level_7 , -   , 1.00 , 93.00 , 82.00 , 31.00 , 1.00 , 75.00 , 169.67 , 3.00 , 233.33 , 63.33 , 3.67 , 0.60 , sp5 , 0.50 , -   , 1 016.00 , -   , -   , -   , -   , 802.67 , 615.00 , 1 010.67 , 567.33 , 1 016.00 , 302.48 , 1 015.00 , 289.15 , 289.15 , 801.67 , 294.74 , 93.00 , 289.15 , 288.82 , 287.15 , 288.82 , 285.56 , 285.56 , 288.82 , 285.56 , 290.15 , 286.39 , 285.82 , 6 000.67 
 2 382.00 , 42 303.38 , 1.00 , level_10 , -   , 1.00 , 93.00 , 77.00 , 24.67 , 1.67 , 75.00 , 169.67 , 3.00 , 240.00 , 38.33 , 0.67 , -   , sp6 , 0.50 , -   , 1 016.00 , -   , -   , -   , -   , 801.67 , 803.00 , 1 009.33 , 600.67 , 1 016.00 , 307.82 , 1 015.00 , 291.15 , 291.15 , 801.67 , 297.40 , 82.33 , 291.15 , 289.48 , 288.15 , 289.48 , 288.48 , 288.48 , 289.48 , 288.48 , 290.48 , 287.76 , 287.48 , 13 237.67 
 2 383.00 , 42 303.50 , 2.67 , level_1 , -   , 0.67 , 86.33 , 65.67 , 34.00 , 2.00 , 51.67 , 171.67 , 3.00 , 256.67 , 63.33 , 2.67 , -   , sp6 , 0.30 , -   , 1 015.33 , -   , -   , -   , -   , 802.67 , 802.67 , 1 008.33 , 708.33 , 1 014.67 , 306.82 , 1 013.67 , 293.15 , 293.15 , 802.00 , 298.34 , 66.67 , 293.15 , 292.15 , 290.48 , 292.15 , 291.47 , 291.47 , 292.15 , 291.47 , 292.48 , 290.48 , 290.48 , 15 146.67 
 2 384.00 , 42 303.63 , 3.33 , level_1 , 0.20 , 1.33 , 73.00 , 81.00 , 57.67 , 2.00 , 33.33 , 177.67 , 4.67 , 63.33 , 75.00 , 5.00 , -   , sp4 , 0.30 , -   , 1 014.67 , -   , 0.20 , -   , -   , 433.33 , 802.33 , 1 007.33 , 708.00 , 1 014.00 , 305.82 , 1 013.00 , 293.15 , 293.15 , 600.67 , 299.62 , 68.00 , 293.15 , 292.15 , 290.15 , 292.15 , 292.24 , 292.24 , 292.15 , 292.24 , 295.15 , 289.88 , 289.48 , 14 543.00 
 2 385.00 , 42 303.75 , 2.00 , level_2 , 0.30 , 1.00 , 75.67 , 91.00 , 60.00 , 2.00 , 13.33 , 183.67 , 3.67 , 50.00 , 51.67 , 5.00 , -   , sp4 , -   , -   , 1 015.00 , -   , 0.30 , -   , -   , 701.67 , 801.33 , 1 007.33 , 800.67 , 1 014.00 , 303.15 , 1 012.67 , 292.15 , 292.15 , 500.00 , 297.02 , 77.00 , 292.15 , 291.48 , 288.15 , 291.48 , 291.13 , 291.13 , 291.48 , 291.13 , 293.15 , 287.80 , 287.48 , 14 441.00 
 2 386.00 , 42 303.88 , 1.67 , level_1 , 0.30 , 0.67 , 88.00 , 93.00 , 31.00 , 2.00 , -   , 187.67 , 2.67 , 40.00 , 56.67 , 2.67 , -   , sp5 , -   , -   , 1 015.00 , -   , -   , -   , -   , 802.33 , 802.00 , 1 007.67 , 800.00 , 1 014.33 , 302.15 , 1 013.00 , 291.48 , 291.48 , 500.00 , 295.45 , 86.00 , 291.48 , 291.15 , 287.15 , 291.15 , 289.82 , 289.82 , 291.15 , 289.82 , 291.15 , 287.15 , 287.15 , 15 730.67 
 2 387.00 , 42 304.00 , 2.67 , level_10 , 0.10 , 1.33 , 93.00 , 91.00 , 17.33 , 2.00 , 26.67 , 188.00 , 2.00 , 243.33 , 63.33 , 2.33 , 0.20 , sp5 , -   , -   , 1 014.67 , -   , -   , -   , -   , 802.67 , 601.00 , 1 007.33 , 801.33 , 1 014.00 , 300.15 , 1 012.33 , 290.15 , 290.15 , 700.67 , 294.48 , 91.33 , 290.15 , 290.15 , 287.48 , 290.15 , 289.36 , 289.36 , 290.15 , 289.36 , 291.15 , 287.31 , 287.15 , 13 061.33 
 2 388.00 , 42 304.13 , 4.00 , level_6 , 0.20 , 1.33 , 89.67 , 89.00 , 44.67 , 2.00 , 33.33 , 198.67 , 2.33 , 326.67 , 51.67 , 3.67 , -   , sp4 , 0.10 , -   , 1 013.67 , -   , -   , -   , -   , 802.33 , 802.33 , 1 007.00 , 701.00 , 1 013.33 , 300.15 , 1 011.67 , 288.48 , 288.48 , 600.67 , 295.44 , 93.00 , 288.48 , 290.15 , 287.15 , 290.15 , 288.81 , 288.81 , 290.15 , 288.81 , 291.15 , 286.95 , 286.82 , 7 110.33 
 2 389.00 , 42 304.25 , 3.33 , level_6 , 0.70 , 1.00 , 93.00 , 87.00 , 76.33 , 1.33 , 51.67 , 250.33 , 2.00 , 323.33 , 75.00 , 3.33 , 0.20 , sp5 , 1.30 , -   , 1 013.33 , -   , -   , -   , -   , 635.33 , 601.00 , 1 007.67 , 688.17 , 1 013.33 , 305.15 , 1 011.33 , 287.48 , 287.48 , 500.67 , 295.63 , 95.33 , 287.48 , 289.48 , 287.15 , 289.48 , 287.47 , 287.47 , 289.48 , 287.47 , 289.48 , 287.15 , 287.15 , 4 606.00 
 2 390.00 , 42 304.38 , 4.67 , level_1 , 2.30 , 0.33 , 80.67 , 85.33 , 88.67 , 1.00 , 20.00 , 221.00 , 2.00 , 336.67 , 75.00 , 2.00 , 0.20 , sp8 , -   , -   , 1 014.00 , -   , -   , -   , -   , 635.33 , 600.67 , 1 009.33 , 801.00 , 1 014.00 , 309.15 , 1 012.00 , 291.15 , 291.15 , 501.67 , 297.12 , 84.33 , 291.15 , 290.48 , 287.82 , 290.48 , 286.07 , 286.07 , 290.48 , 286.07 , 289.15 , 287.41 , 287.15 , 11 108.33 
 2 391.00 , 42 304.50 , 6.67 , level_3 , 1.40 , 0.67 , 55.33 , 60.33 , 79.33 , 0.33 , 26.67 , 69.33 , 1.67 , 126.67 , 45.00 , 1.67 , -   , sp10 , -   , -   , 1 013.33 , -   , -   , -   , -   , 802.00 , 802.33 , 1 010.33 , 801.33 , 1 013.00 , 310.48 , 1 013.00 , 295.48 , 295.48 , 501.00 , 299.70 , 64.00 , 295.48 , 293.15 , 288.82 , 293.15 , 286.57 , 286.72 , 293.15 , 286.91 , 292.48 , 288.82 , 288.82 , 12 501.33 
 2 392.00 , 42 304.63 , 8.00 , level_5 , -   , 3.33 , 48.33 , 49.33 , 30.00 , 2.00 , 20.00 , 145.00 , 3.00 , 185.00 , 40.00 , 4.00 , -   , sp8 , -   , -   , 1 012.00 , -   , -   , -   , -   , 802.00 , 801.00 , 1 010.00 , 801.00 , 1 012.00 , 303.04 , 1 012.33 , 295.15 , 295.15 , 801.67 , 297.83 , 73.00 , 295.15 , 293.15 , 289.15 , 293.15 , 288.72 , 288.87 , 293.15 , 289.06 , 295.04 , 289.15 , 289.15 , 12 454.67 
 2 393.00 , 42 304.75 , 5.67 , level_7 , 1.00 , 3.67 , 65.00 , 60.67 , 16.67 , 1.00 , 3.33 , 139.67 , 2.67 , 211.67 , 20.00 , 4.00 , 0.10 , sp10 , 0.30 , -   , 1 012.00 , -   , 0.30 , -   , -   , 701.00 , 701.33 , 1 010.00 , 700.33 , 1 012.33 , 300.42 , 1 013.33 , 292.15 , 292.15 , 701.33 , 294.45 , 86.00 , 292.15 , 291.77 , 287.27 , 291.77 , 284.38 , 285.27 , 291.77 , 286.38 , 290.76 , 286.90 , 286.60 , 11 931.67 
 2 394.00 , 42 304.88 , 4.33 , level_8 , 2.00 , 2.33 , 78.67 , 76.67 , 36.00 , 2.00 , 18.67 , 184.33 , 1.33 , 71.67 , 53.00 , 2.67 , -   , sp13 , 0.60 , -   , 1 012.67 , -   , 0.10 , -   , -   , 701.33 , 802.00 , 1 010.00 , 600.67 , 1 013.00 , 294.78 , 1 014.67 , 290.98 , 290.98 , 601.67 , 291.85 , 72.33 , 290.98 , 291.82 , 285.15 , 291.82 , 283.86 , 284.74 , 291.82 , 285.86 , 290.12 , 285.15 , 285.15 , 13 217.67 
 2 395.00 , 42 305.00 , 4.00 , level_8 , -   , 3.00 , 85.00 , 81.33 , 30.00 , 3.33 , 10.00 , 180.00 , 3.00 , 270.00 , -   , 2.33 , 0.30 , sp14 , -   , -   , 1 012.33 , -   , -   , -   , -   , 800.00 , 708.00 , 1 010.33 , 800.33 , 1 014.00 , 299.44 , 1 015.00 , 289.65 , 289.65 , 801.67 , 294.03 , 61.00 , 289.65 , 290.65 , 283.48 , 290.65 , 284.02 , 284.76 , 290.65 , 285.69 , 289.78 , 283.14 , 282.81 , 11 041.33 
 2 396.00 , 42 305.13 , 3.00 , level_8 , -   , 2.67 , 93.00 , 88.00 , 33.33 , 4.33 , 20.00 , 225.00 , 2.67 , 275.00 , 62.33 , 0.33 , -   , sp13 , -   , -   , 1 011.00 , -   , -   , -   , -   , 802.67 , 803.00 , 1 010.67 , 801.00 , 1 014.00 , 294.90 , 1 015.00 , 287.98 , 287.98 , 801.67 , 291.97 , 72.67 , 287.98 , 289.48 , 282.90 , 289.48 , 284.52 , 284.52 , 289.48 , 284.52 , 290.24 , 282.73 , 282.56 , 2 719.00 
 2 397.00 , 42 305.25 , 3.67 , level_7 , 0.10 , 3.67 , 89.00 , 92.00 , 15.33 , 3.67 , 10.00 , 232.33 , 3.00 , 182.33 , 75.00 , -   , -   , sp14 , -   , -   , 1 011.67 , -   , 0.20 , -   , -   , 569.33 , 801.33 , 1 009.33 , 800.33 , 1 015.33 , 301.19 , 1 015.00 , 287.15 , 287.15 , 700.00 , 293.26 , 78.00 , 287.15 , 289.82 , 283.32 , 289.82 , 284.14 , 285.77 , 289.82 , 287.81 , 288.86 , 283.32 , 283.32 , 828.00 
 2 398.00 , 42 305.38 , 5.00 , level_7 , -   , 5.00 , 77.33 , 87.00 , -   , 3.33 , 10.00 , 240.00 , 5.33 , 260.00 , 75.00 , -   , -   , sp16 , 0.10 , -   , 1 013.00 , -   , -   , -   , -   , 803.00 , 801.00 , 1 011.33 , 700.00 , 1 017.00 , 304.86 , 1 016.33 , 290.65 , 290.65 , 800.00 , 296.28 , 63.00 , 290.65 , 292.15 , 284.65 , 292.15 , 285.89 , 287.37 , 292.15 , 289.22 , 291.53 , 284.65 , 284.65 , 8 020.67 
 2 399.00 , 42 305.50 , 6.00 , level_8 , -   , 7.33 , 61.33 , 69.67 , 33.33 , 3.00 , 33.33 , 200.00 , 6.00 , 265.00 , 45.67 , 0.67 , -   , sp16 , -   , -   , 1 012.67 , -   , -   , -   , -   , 802.33 , 801.00 , 1 012.00 , 801.67 , 1 015.67 , 301.25 , 1 017.00 , 293.14 , 293.14 , 801.67 , 297.89 , 49.33 , 293.14 , 293.98 , 287.65 , 293.98 , 288.87 , 289.76 , 293.98 , 290.87 , 295.92 , 287.48 , 287.31 , 9 786.33 
